"Professor","Course","Semester","AcademicYear","StudentName","EvaluationScore"
"Jimmy","Counseling Psychology","Fall",2020,"Jourdain Sprigings",74.18787528
"Kim","Data Visualization","Fall",2020,"Jourdain Sprigings",84.98311211
"Lee","Python2","Fall",2020,"Jourdain Sprigings",76.08097931
"Lee","Statistics","Fall",2020,"Jourdain Sprigings",69.42176663
"Sue","Commercial Law","Spring",2020,"Jourdain Sprigings",68.35044605
"Tony","Modern History","Fall",2020,"Jourdain Sprigings",69.17965769
"Jason","Big Data","Fall",2019,"Jourdain Tichelaar",77.98492316
"Jill","Environmental Ethics","Fall",2019,"Jourdain Tichelaar",72.97609672
"Jimmy","Counseling Psychology","Spring",2019,"Jourdain Tichelaar",68.57243592
"Sue","Commercial Law","Spring",2019,"Jourdain Tichelaar",72.63872839
"Tim","Accounting","Fall",2019,"Jourdain Tichelaar",82.21129952
"Wang","Data Visualization","Spring",2019,"Jourdain Tichelaar",70.73140215
"Antony","Communication","Spring",4044,"Juana Smart",169.21272998
"Fiona","Financial Modeling","Spring",4044,"Juana Smart",157.76421142
"Jack","US History","Fall",2020,"Juana Smart",75.72854394
"Peter","General Biology","Fall",2020,"Juana Smart",73.05901536
"Tony","Modern History","Fall",2020,"Juana Smart",77.53707497
"Antony","Communication","Spring",4043,"Juanita Hasling",137.5063654
"Cindy","Financial Modeling","Spring",4043,"Juanita Hasling",149.73264526
"Jack","Urban sociology","Fall",2019,"Juanita Hasling",73.26186975
"Jill","Environmental Ethics","Fall",2019,"Juanita Hasling",84.9605064
"Jimmy","Counseling Psychology","Spring",2019,"Juanita Hasling",67.04213677
"Kim","Data Visualization","Fall",2019,"Juanita Hasling",82.53960378
"Kim","Python2","Fall",2019,"Juanita Hasling",76.25389362
"Lee","Statistics","Fall",2019,"Juanita Hasling",75.22095123
"Peter","General Biology","Spring",2019,"Juanita Hasling",71.05448188
"Sue","Commercial Law","Fall",2019,"Juanita Hasling",78.35947105
"Tim","Investment","Fall",2019,"Juanita Hasling",80.07073145
"Tina","Big Data","Spring",2019,"Juanita Hasling",71.41768361
"Tony","Modern History","Spring",2019,"Juanita Hasling",72.50062867
"Antony","Communication","Spring",4046,"Judd Welds",167.56786622
"Cindy","Financial Modeling","Spring",4046,"Judd Welds",139.58314518
"Jack","US History","Fall",2022,"Judd Welds",75.71463554
"Jack","Urban sociology","Fall",2022,"Judd Welds",74.89522824
"Jason","Big Data","Spring",2022,"Judd Welds",66.87723527
"Jill","Environmental Ethics","Spring",2022,"Judd Welds",83.41733331
"Jimmy","Counseling Psychology","Fall",2022,"Judd Welds",70.98931642
"Lee","Data Visualization","Spring",2022,"Judd Welds",80.8629464
"Lee","Statistics","Spring",2022,"Judd Welds",78.40383293
"Sue","Commercial Law","Fall",2022,"Judd Welds",69.78609582
"Tim","Accounting","Spring",2022,"Judd Welds",82.57553331
"Tony","Modern History","Fall",2022,"Judd Welds",77.10532942
"Antony","Communication","Fall",4045,"Judon Nairne",149.56654888
"Fiona","Financial Modeling","Fall",4045,"Judon Nairne",140.19291478
"Jack","US History","Spring",2021,"Judon Nairne",72.85485967
"Jack","Urban sociology","Fall",2021,"Judon Nairne",73.48776648
"Jimmy","Counseling Psychology","Fall",2021,"Judon Nairne",82.88595072
"Lee","Python2","Fall",2021,"Judon Nairne",77.10729794
"Andrew","Investment","Fall",2020,"Julieta Meharg",71.17427901
"Cindy","Financial Modeling","Fall",4044,"Julieta Meharg",153.69690034
"Jimmy","Counseling Psychology","Fall",2020,"Julieta Meharg",72.50085396
"Kim","Data Visualization","Fall",2020,"Julieta Meharg",79.37654349
"Lee","Python2","Spring",2020,"Julieta Meharg",71.41881699
"Peter","General Biology","Spring",2020,"Julieta Meharg",79.9012207
"Tony","Modern History","Fall",2020,"Julieta Meharg",81.68659064
"Antony","Communication","Fall",4045,"Kaiser Middiff",187.99227572
"Cindy","Accounting","Spring",4045,"Kaiser Middiff",157.66339454
"Fiona","Financial Modeling","Fall",2021,"Kaiser Middiff",84.49644266
"Lee","Python2","Spring",2021,"Kaiser Middiff",88.7362324
"Peter","General Biology","Spring",2021,"Kaiser Middiff",87.18700448
"Sue","Commercial Law","Fall",2021,"Kaiser Middiff",80.12266902
"Tina","Big Data","Fall",2021,"Kaiser Middiff",91.39453521
"Tony","Modern History","Spring",2021,"Kaiser Middiff",93.99507319
"Jimmy","Counseling Psychology","Fall",2023,"Kaja Radford",67.93375504
"Kim","Python2","Spring",2023,"Kaja Radford",82.35834071
"Lee","Data Visualization","Spring",2023,"Kaja Radford",77.78193434
"Lee","Statistics","Spring",2023,"Kaja Radford",67.31589977
"Peter","General Biology","Fall",2023,"Kaja Radford",70.5513003
"Tina","Big Data","Spring",2023,"Kaja Radford",68.88588614
"Tony","Modern History","Fall",2023,"Kaja Radford",78.55166108
"Antony","Communication","Spring",4045,"Kaleena Birth",166.02485394
"Cindy","Accounting","Fall",4045,"Kaleena Birth",151.84395406
"Jill","Environmental Ethics","Fall",2021,"Kaleena Birth",71.5327385
"Jimmy","Counseling Psychology","Fall",2021,"Kaleena Birth",71.54259718
"Tony","Modern History","Spring",2021,"Kaleena Birth",79.67520237
"Andrew","Investment","Fall",2020,"Kalvin Gateland",86.27967746
"Fiona","Financial Modeling","Spring",2020,"Kalvin Gateland",73.46959371
"Jack","Urban sociology","Fall",2020,"Kalvin Gateland",74.0577661
"Jane","US History","Spring",2020,"Kalvin Gateland",71.7168998
"Jason","Big Data","Fall",2020,"Kalvin Gateland",65.91509968
"Jimmy","Counseling Psychology","Spring",2020,"Kalvin Gateland",66.61232729
"Peter","General Biology","Fall",2020,"Kalvin Gateland",71.5197399
"Antony","Communication","Fall",4045,"Kane Haddleton",158.04918732
"Lee","Python2","Spring",2021,"Kane Haddleton",70.53665653
"Jason","Big Data","Fall",2022,"Karalee Huffadine",76.10169115
"Cindy","Financial Modeling","Spring",4043,"Kare Paragreen",138.322193
"Sue","Commercial Law","Spring",2019,"Kare Paragreen",71.78326528
"Cindy","Financial Modeling","Spring",4045,"Karen Domenget",148.43623138
"Jack","Urban sociology","Spring",2021,"Karen Domenget",71.9368752
"Peter","General Biology","Fall",2021,"Karen Domenget",71.23230389
"Tony","Modern History","Fall",2021,"Karen Domenget",78.36406847
"Jack","US History","Fall",2023,"Karla Trinbey",69.55472192
"Lee","Statistics","Spring",2020,"Karlie Maw",77.11674704
"Sue","Commercial Law","Fall",2020,"Karlie Maw",74.50561849
"Cindy","Accounting","Fall",4045,"Karlik Ferry",136.9591175
"Jack","Urban sociology","Fall",2021,"Karlik Ferry",73.56910795
"Jill","Environmental Ethics","Spring",2021,"Karlik Ferry",76.58793143
"Peter","General Biology","Fall",2021,"Karlik Ferry",68.73405036
"Sue","Commercial Law","Fall",2021,"Karlik Ferry",71.36289655
"Tony","Modern History","Fall",2021,"Karlik Ferry",76.2241734
"Kim","Python2","Spring",2023,"Karylin Sayles",82.20178017
"Antony","Communication","Fall",4045,"Karyn Denning",144.87147574
"Cindy","Accounting","Spring",4045,"Karyn Denning",146.88122272
"Jack","US History","Fall",2021,"Karyn Denning",69.22939407
"Andrew","Investment","Spring",2021,"Karyn McGovern",74.19893743
"Cindy","Accounting","Fall",4045,"Karyn McGovern",152.65973472
"Jason","Big Data","Spring",2021,"Karyn McGovern",71.85682201
"Jill","Environmental Ethics","Spring",2021,"Karyn McGovern",76.50070986
"Lee","Python2","Fall",2021,"Karyn McGovern",73.1310879
"Peter","General Biology","Spring",2021,"Karyn McGovern",68.57616572
"Tony","Modern History","Fall",2021,"Karyn McGovern",77.2244793
"Wang","Statistics","Spring",2021,"Karyn McGovern",68.81182265
"Antony","Communication","Fall",4043,"Kaspar Fidler",172.85283448
"Jack","US History","Fall",2019,"Kaspar Fidler",72.93810878
"Jack","Urban sociology","Fall",2019,"Kaspar Fidler",70.57000585
"Tim","Accounting","Fall",2019,"Kaspar Fidler",83.63537313
"Tony","Modern History","Spring",2019,"Kaspar Fidler",78.33498981
"Antony","Communication","Fall",4045,"Kath Colvill",138.9986828
"Lee","Data Visualization","Spring",2021,"Kath Colvill",70.24483443
"Sue","Commercial Law","Fall",2021,"Kath Colvill",78.97699505
"Wang","Statistics","Spring",2021,"Kath Colvill",70.15955647
"Jason","Big Data","Spring",2022,"Kathrine Kinnane",71.13168141
"Lee","Statistics","Fall",2022,"Kathrine Kinnane",70.79587877
"Antony","Communication","Spring",4047,"Kathy Yushkin",148.78490706
"Cindy","Accounting","Spring",4047,"Kathy Yushkin",149.6388483
"Fiona","Financial Modeling","Fall",2023,"Kathy Yushkin",80.93968839
"Jack","Urban sociology","Spring",2023,"Kathy Yushkin",73.58760679
"Jane","US History","Spring",2023,"Kathy Yushkin",74.9518552
"Jason","Big Data","Fall",2023,"Kathy Yushkin",77.42658257
"Jill","Environmental Ethics","Spring",2023,"Kathy Yushkin",83.18839456
"Jimmy","Counseling Psychology","Fall",2023,"Kathy Yushkin",81.08173362
"Lee","Data Visualization","Fall",2023,"Kathy Yushkin",79.77626518
"Lee","Python2","Fall",2023,"Kathy Yushkin",71.82077008
"Peter","General Biology","Fall",2023,"Kathy Yushkin",75.04149449
"Sue","Commercial Law","Fall",2023,"Kathy Yushkin",68.11275026
"Tony","Modern History","Fall",2023,"Kathy Yushkin",78.98371438
"Wang","Statistics","Fall",2023,"Kathy Yushkin",68.27909891
"Cindy","Accounting","Fall",4044,"Katinka Seston",135.73431322
"Jack","Urban sociology","Fall",2019,"Katrinka Maurice",72.75348086
"Kim","Data Visualization","Fall",2019,"Katrinka Maurice",72.65139644
"Peter","General Biology","Spring",2019,"Katrinka Maurice",68.47519264
"Sue","Commercial Law","Fall",2019,"Katrinka Maurice",78.62384213
"Tina","Big Data","Spring",2019,"Katrinka Maurice",78.25357723
"Jack","Urban sociology","Fall",2020,"Kayley Simnor",83.72881417
"Jason","Big Data","Fall",2020,"Kayley Simnor",92.56755012
"Sue","Commercial Law","Spring",2020,"Kayley Simnor",96.34335472
"Tony","Modern History","Fall",2020,"Kayley Simnor",89.99729595
"Fiona","Financial Modeling","Fall",2021,"Kearney Shawl",67.27515226
"Jimmy","Counseling Psychology","Fall",2021,"Kearney Shawl",81.85440275
"Sue","Commercial Law","Fall",2021,"Kearney Shawl",74.22340834
"Tim","Investment","Fall",2021,"Kearney Shawl",76.61343313
"Wang","Data Visualization","Fall",2021,"Kearney Shawl",69.09984436
"Antony","Communication","Spring",4047,"Keith Petru",143.84547024
"Cindy","Accounting","Spring",4047,"Keith Petru",135.37935234
"Jason","Big Data","Fall",2023,"Keith Petru",70.59288294
"Jill","Environmental Ethics","Spring",2023,"Keith Petru",71.49573914
"Jimmy","Counseling Psychology","Fall",2023,"Keith Petru",75.76992496
"Kim","Python2","Spring",2023,"Keith Petru",67.84377019
"Lee","Statistics","Spring",2023,"Keith Petru",77.14507569
"Tim","Investment","Spring",2023,"Keith Petru",69.35187886
"Tony","Modern History","Spring",2023,"Keith Petru",77.75524778
"Tina","Big Data","Spring",2023,"Kelcie Dagnall",72.7596292
"Antony","Communication","Fall",4043,"Kelcy Sone",153.50510214
"Jason","Big Data","Fall",2019,"Kelcy Sone",70.44357698
"Jimmy","Counseling Psychology","Fall",2019,"Kelcy Sone",65.22565499
"Kim","Python2","Fall",2019,"Kelcy Sone",77.44305063
"Tim","Accounting","Fall",2019,"Kelcy Sone",83.03764432
"Tim","Investment","Fall",2019,"Kelcy Sone",77.20725149
"Tony","Modern History","Fall",2019,"Kelcy Sone",81.18984129
"Wang","Data Visualization","Spring",2019,"Kelcy Sone",68.5414341
"Jill","Environmental Ethics","Fall",2020,"Kendell Drummer",76.89561857
"Jimmy","Counseling Psychology","Fall",2020,"Kendell Drummer",69.82413049
"Lee","Python2","Spring",2020,"Kendell Drummer",80.05686417
"Lee","Statistics","Fall",2020,"Kendell Drummer",68.56490024
"Jimmy","Counseling Psychology","Fall",2021,"Kermy Dabney",73.52612645
"Lee","Data Visualization","Spring",2021,"Kermy Dabney",78.35485249
"Tina","Big Data","Fall",2021,"Kermy Dabney",75.17514078
"Fiona","Financial Modeling","Fall",2022,"Kerry Haddrill",97.32020005
"Jack","US History","Spring",2022,"Kerry Haddrill",84.64564426
"Jimmy","Counseling Psychology","Fall",2022,"Kerry Haddrill",88.41358083
"Lee","Data Visualization","Spring",2022,"Kerry Haddrill",86.75631564
"Sue","Commercial Law","Fall",2022,"Kerry Haddrill",95.24016022
"Cindy","Financial Modeling","Spring",4045,"Kerstin Kiddey",140.41861272
"Jack","US History","Spring",2021,"Kerstin Kiddey",70.79205101
"Jack","Urban sociology","Fall",2021,"Kerstin Kiddey",75.66200042
"Jill","Environmental Ethics","Spring",2021,"Kerstin Kiddey",72.54934163
"Lee","Python2","Fall",2021,"Kerstin Kiddey",70.07357944
"Sue","Commercial Law","Fall",2021,"Kerstin Kiddey",77.40477249
"Tony","Modern History","Spring",2021,"Kerstin Kiddey",76.45938565
"Jack","US History","Fall",2021,"Kesley Town",69.81611718
"Jason","Big Data","Spring",2021,"Kesley Town",78.08868242
"Lee","Python2","Spring",2021,"Kesley Town",71.82337715
"Sue","Commercial Law","Fall",2021,"Kesley Town",76.67907098
"Wang","Statistics","Fall",2021,"Kesley Town",69.7252034
"Antony","Communication","Spring",4047,"Kettie Winger",167.6885801
"Cindy","Accounting","Spring",4047,"Kettie Winger",137.09675042
"Fiona","Financial Modeling","Fall",2023,"Kettie Winger",80.39309421
"Jane","US History","Spring",2023,"Kettie Winger",69.65005062
"Jason","Big Data","Fall",2023,"Kettie Winger",77.52790843
"Jill","Environmental Ethics","Fall",2023,"Kettie Winger",80.74780883
"Jimmy","Counseling Psychology","Spring",2023,"Kettie Winger",81.84088298
"Peter","General Biology","Fall",2023,"Kettie Winger",77.68895443
"Sue","Commercial Law","Spring",2023,"Kettie Winger",76.48196633
"Tony","Modern History","Fall",2023,"Kettie Winger",73.49147821
"Wang","Statistics","Fall",2023,"Kettie Winger",69.60657938
"Antony","Communication","Fall",4043,"Kevyn Sarten",138.45955354
"Cindy","Financial Modeling","Fall",4043,"Kevyn Sarten",143.0411736
"Jason","Big Data","Fall",2019,"Kevyn Sarten",78.62528565
"Jill","Environmental Ethics","Spring",2019,"Kevyn Sarten",71.43443542
"Jimmy","Counseling Psychology","Fall",2019,"Kevyn Sarten",70.28813564
"Kim","Data Visualization","Fall",2019,"Kevyn Sarten",72.98961419
"Kim","Python2","Fall",2019,"Kevyn Sarten",67.72715516
"Lee","Statistics","Fall",2019,"Kevyn Sarten",72.62886604
"Sue","Commercial Law","Fall",2019,"Kevyn Sarten",68.56707635
"Antony","Communication","Spring",4045,"Kimball Janota",156.77766476
"Fiona","Financial Modeling","Fall",2021,"Kimball Janota",67.2323255
"Jill","Environmental Ethics","Spring",2021,"Kimball Janota",68.33196105
"Peter","General Biology","Spring",2021,"Kimball Janota",73.90957526
"Tony","Modern History","Fall",2021,"Kimball Janota",81.97974919
"Jill","Environmental Ethics","Spring",2019,"Kinny Rilings",79.97590656
"Antony","Communication","Spring",4043,"Kipp Borham",148.8442107
"Cindy","Financial Modeling","Fall",4043,"Kipp Borham",146.7880259
"Kim","Python2","Fall",2019,"Kipp Borham",82.61620162
"Lee","Statistics","Fall",2019,"Kipp Borham",72.22562237
"Peter","General Biology","Fall",2019,"Kipp Borham",72.80823244
"Tim","Accounting","Spring",2019,"Kipp Borham",77.25972763
"Tony","Modern History","Fall",2019,"Kipp Borham",70.14535545
"Antony","Communication","Fall",4045,"Kipper Upcraft",149.6761459
"Cindy","Financial Modeling","Spring",4045,"Kipper Upcraft",151.32843474
"Jason","Big Data","Spring",2021,"Kipper Upcraft",75.1066224
"Andrew","Investment","Spring",2019,"Kirby Saiger",78.46915669
"Cindy","Financial Modeling","Fall",4043,"Kirby Saiger",136.249856
"Jack","US History","Fall",2019,"Kirby Saiger",75.09904203
"Jimmy","Counseling Psychology","Spring",2019,"Kirby Saiger",69.17520775
"Peter","General Biology","Spring",2019,"Kirby Saiger",66.46422769
"Jill","Environmental Ethics","Spring",2023,"Klaus Nurny",78.03933707
"Cindy","Accounting","Spring",4044,"Klement Fenech",135.49460144
"Jack","US History","Fall",2020,"Klement Fenech",72.32990938
"Jill","Environmental Ethics","Fall",2020,"Klement Fenech",79.54955767
"Peter","General Biology","Spring",2020,"Klement Fenech",77.39112662
"Tony","Modern History","Spring",2020,"Klement Fenech",72.24095905
"Fiona","Financial Modeling","Fall",2021,"Kliment Culshew",75.53747728
"Jill","Environmental Ethics","Fall",2021,"Kliment Culshew",69.24381307
"Jimmy","Counseling Psychology","Spring",2021,"Kliment Culshew",80.06134116
"Lee","Python2","Spring",2021,"Kliment Culshew",69.36707104
"Peter","General Biology","Fall",2021,"Kliment Culshew",80.00015925
"Sue","Commercial Law","Fall",2021,"Kliment Culshew",78.66125117
"Tony","Modern History","Fall",2021,"Kliment Culshew",71.38965338
"Wang","Statistics","Fall",2021,"Kliment Culshew",69.50610609
"Antony","Communication","Fall",4047,"Kliment Goldsbrough",133.04448332
"Cindy","Accounting","Fall",4047,"Kliment Goldsbrough",148.06608288
"Jason","Big Data","Fall",2023,"Kliment Goldsbrough",83.9536822
"Lee","Data Visualization","Fall",2023,"Kliment Goldsbrough",73.89209542
"Lee","Python2","Fall",2023,"Kliment Goldsbrough",73.98879334
"Sue","Commercial Law","Fall",2023,"Kliment Goldsbrough",71.58052272
"Tony","Modern History","Fall",2023,"Kliment Goldsbrough",72.95631892
"Wang","Statistics","Fall",2023,"Kliment Goldsbrough",68.03998051
"Antony","Communication","Spring",4047,"Koo Duignan",177.21333362
"Jill","Environmental Ethics","Fall",2023,"Koo Duignan",89.17294596
"Jimmy","Counseling Psychology","Fall",2023,"Koo Duignan",94.86974718
"Lee","Data Visualization","Spring",2023,"Koo Duignan",90.02954129
"Lee","Statistics","Spring",2023,"Koo Duignan",84.99025214
"Sue","Commercial Law","Fall",2023,"Koo Duignan",85.37495394
"Tim","Investment","Spring",2023,"Koo Duignan",84.40882195
"Tina","Big Data","Spring",2023,"Koo Duignan",82.42354785
"Tony","Modern History","Fall",2023,"Koo Duignan",84.13553367
"Lee","Python2","Spring",2020,"Kris Scotcher",78.68099906
"Antony","Communication","Spring",4044,"Krishna Cumbers",163.35666078
"Fiona","Financial Modeling","Spring",2020,"Krishna Cumbers",73.31355987
"Jill","Environmental Ethics","Spring",2020,"Krishna Cumbers",68.50589101
"Kim","Data Visualization","Fall",2020,"Krishna Cumbers",79.18734893
"Sue","Commercial Law","Spring",2020,"Krishna Cumbers",71.4600691
"Andrew","Investment","Fall",2020,"Kristan Cheyenne",76.91780845
"Antony","Communication","Spring",4044,"Kristan Cheyenne",135.24105204
"Cindy","Accounting","Spring",4044,"Kristan Cheyenne",172.42272226
"Jack","US History","Fall",2020,"Kristan Cheyenne",80.99740438
"Jason","Big Data","Spring",2020,"Kristan Cheyenne",79.6443873
"Lee","Data Visualization","Spring",2020,"Kristan Cheyenne",73.12577882
"Lee","Statistics","Fall",2020,"Kristan Cheyenne",79.03329341
"Jimmy","Counseling Psychology","Spring",2020,"Kristos O'Shields",67.02667825
"Kim","Data Visualization","Fall",2020,"Kristos O'Shields",73.99505005
"Lee","Python2","Spring",2020,"Kristos O'Shields",80.98953312
"Cindy","Financial Modeling","Fall",4043,"Kym Siggee",136.9516134
"Jill","Environmental Ethics","Spring",2019,"Kym Siggee",88.18842896
"Sue","Commercial Law","Spring",2019,"Kym Siggee",69.75077682
"Tony","Modern History","Spring",2019,"Kym Siggee",77.32251262
"Antony","Communication","Fall",4043,"Kyrstin Chadwick",164.80810466
"Cindy","Financial Modeling","Spring",4043,"Kyrstin Chadwick",147.16629826
"Jason","Big Data","Fall",2019,"Kyrstin Chadwick",68.44964923
"Jimmy","Counseling Psychology","Spring",2019,"Kyrstin Chadwick",73.86433393
"Kim","Python2","Fall",2019,"Kyrstin Chadwick",85.37382904
"Lee","Statistics","Fall",2019,"Kyrstin Chadwick",72.04127515
"Tim","Investment","Fall",2019,"Kyrstin Chadwick",74.83963834
"Tony","Modern History","Fall",2019,"Kyrstin Chadwick",76.34363085
"Kim","Python2","Spring",2023,"Lamar Guitt",74.60825709
"Wang","Statistics","Fall",2023,"Lamar Guitt",67.1328396
"Antony","Communication","Fall",4047,"Lane Blethyn",146.01548082
"Jill","Environmental Ethics","Fall",2023,"Lane Blethyn",87.9944492
"Lee","Statistics","Spring",2023,"Lane Blethyn",76.78713756
"Peter","General Biology","Fall",2023,"Lane Blethyn",71.6466728
"Jimmy","Counseling Psychology","Fall",2019,"Lanita Petken",75.34640217
"Antony","Communication","Fall",4043,"Lanny Ivanaev",174.37946888
"Kim","Python2","Spring",2019,"Lanny Ivanaev",83.69709856
"Lee","Statistics","Fall",2019,"Lanny Ivanaev",80.48062177
"Tim","Accounting","Fall",2019,"Lanny Ivanaev",73.1923101
"Tim","Investment","Fall",2019,"Lanny Ivanaev",78.29006584
"Tony","Modern History","Fall",2019,"Lanny Ivanaev",78.43720269
"Cindy","Accounting","Fall",4047,"Laraine Godby",136.7038891
"Fiona","Financial Modeling","Fall",2023,"Laraine Godby",75.3514255
"Jill","Environmental Ethics","Fall",2023,"Laraine Godby",85.87375812
"Lee","Statistics","Spring",2023,"Laraine Godby",76.38153387
"Wang","Data Visualization","Fall",2021,"Larina Simon",74.78370843
"Andrew","Investment","Fall",2020,"Laryssa Halfpenny",83.82361081
"Antony","Communication","Fall",4044,"Laryssa Halfpenny",165.87605966
"Cindy","Accounting","Fall",4044,"Laryssa Halfpenny",134.01173824
"Cindy","Financial Modeling","Fall",4044,"Laryssa Halfpenny",147.1187648
"Jack","Urban sociology","Fall",2020,"Laryssa Halfpenny",73.74499415
"Jane","US History","Spring",2020,"Laryssa Halfpenny",73.88308528
"Jill","Environmental Ethics","Fall",2020,"Laryssa Halfpenny",76.22735035
"Jimmy","Counseling Psychology","Fall",2020,"Laryssa Halfpenny",65.72728302
"Kim","Data Visualization","Fall",2020,"Laryssa Halfpenny",81.72111632
"Lee","Python2","Fall",2020,"Laryssa Halfpenny",73.96796786
"Lee","Statistics","Fall",2020,"Laryssa Halfpenny",74.15021518
"Peter","General Biology","Spring",2020,"Laryssa Halfpenny",79.43875192
"Sue","Commercial Law","Spring",2020,"Laryssa Halfpenny",70.2877879
"Tony","Modern History","Fall",2020,"Laryssa Halfpenny",75.24885723
"Andrew","Investment","Fall",2020,"Lauren Riggott",88.78482836
"Antony","Communication","Fall",4044,"Lauren Riggott",171.20845256
"Cindy","Financial Modeling","Fall",4044,"Lauren Riggott",152.4779711
"Jack","US History","Fall",2020,"Lauren Riggott",72.20597117
"Jack","Urban sociology","Fall",2020,"Lauren Riggott",74.61318794
"Jill","Environmental Ethics","Fall",2020,"Lauren Riggott",86.95789184
"Kim","Data Visualization","Fall",2020,"Lauren Riggott",79.34597403
"Lee","Python2","Fall",2020,"Lauren Riggott",74.15546373
"Lee","Statistics","Spring",2020,"Lauren Riggott",73.06914437
"Peter","General Biology","Spring",2020,"Lauren Riggott",67.61131419
"Sue","Commercial Law","Spring",2020,"Lauren Riggott",76.21067542
"Antony","Communication","Fall",4044,"Laurice Muggleton",139.01258158
"Jack","US History","Fall",2020,"Laurice Muggleton",75.27287797
"Cindy","Accounting","Fall",4044,"Lazarus Richardes",141.39168458
"Fiona","Financial Modeling","Spring",2020,"Lazarus Richardes",69.31277434
"Jimmy","Counseling Psychology","Fall",2020,"Lazarus Richardes",70.07655608
"Lee","Python2","Fall",2020,"Lazarus Richardes",67.30032772
"Peter","General Biology","Spring",2020,"Lazarus Richardes",75.78347158
"Sue","Commercial Law","Spring",2020,"Lazarus Richardes",76.47081103
"Tony","Modern History","Spring",2020,"Lazarus Richardes",72.31325549
"Jason","Big Data","Fall",2022,"Leicester Carden",69.42193855
"Jill","Environmental Ethics","Spring",2022,"Leicester Carden",85.3402667
"Jason","Big Data","Spring",2020,"Lelah Bramah",83.38254729
"Antony","Communication","Fall",4044,"Lenci Rivers",135.82244198
"Jane","Urban sociology","Spring",2020,"Lenci Rivers",76.30556216
"Jimmy","Counseling Psychology","Fall",2020,"Lenci Rivers",91.8581714
"Lee","Statistics","Fall",2020,"Lenci Rivers",82.70604789
"Tim","Investment","Spring",2020,"Lenci Rivers",85.70242564
"Andrew","Investment","Spring",2021,"Lenka Colwill",67.13066129
"Cindy","Accounting","Spring",4045,"Lenka Colwill",157.6238627
"Fiona","Financial Modeling","Fall",2021,"Lenka Colwill",87.87837469
"Jason","Big Data","Spring",2021,"Lenka Colwill",76.59999821
"Lee","Data Visualization","Spring",2021,"Lenka Colwill",81.95989103
"Sue","Commercial Law","Fall",2021,"Lenka Colwill",79.08973622
"Wang","Statistics","Fall",2021,"Lenka Colwill",73.26977289
"Antony","Communication","Fall",4044,"Leontyne Gorler",152.08176534
"Cindy","Accounting","Fall",4044,"Leontyne Gorler",138.89462594
"Cindy","Financial Modeling","Fall",4044,"Leontyne Gorler",153.51352316
"Lee","Python2","Fall",2020,"Leontyne Gorler",75.88093531
"Lee","Statistics","Fall",2020,"Leontyne Gorler",75.3209874
"Peter","General Biology","Spring",2020,"Leontyne Gorler",74.6608806
"Sue","Commercial Law","Fall",2020,"Leontyne Gorler",74.03864036
"Antony","Communication","Fall",4047,"Lethia Madsen",134.6620058
"Cindy","Accounting","Spring",4047,"Lethia Madsen",143.44932956
"Fiona","Financial Modeling","Fall",4047,"Lethia Madsen",153.05478414
"Jimmy","Counseling Psychology","Fall",2023,"Lethia Madsen",78.00651326
"Kim","Python2","Spring",2023,"Lethia Madsen",72.39338847
"Peter","General Biology","Fall",2023,"Lethia Madsen",78.62886239
"Sue","Commercial Law","Fall",2023,"Lethia Madsen",69.51409141
"Tim","Investment","Fall",2023,"Lethia Madsen",75.9815292
"Wang","Statistics","Fall",2023,"Lethia Madsen",68.24823812
"Andrew","Investment","Spring",2021,"Letizia Kingscote",84.503076
"Cindy","Accounting","Fall",4045,"Letizia Kingscote",141.09261788
"Jill","Environmental Ethics","Fall",2021,"Letizia Kingscote",78.21043294
"Sue","Commercial Law","Fall",2021,"Letizia Kingscote",75.29492847
"Antony","Communication","Spring",4047,"Letti Whiley",179.62158762
"Lee","Python2","Fall",2023,"Letti Whiley",82.42842952
"Peter","General Biology","Fall",2023,"Letti Whiley",87.61813034
"Tim","Investment","Fall",2023,"Letti Whiley",91.9819525
"Tina","Big Data","Spring",2023,"Letti Whiley",86.2737941
"Antony","Communication","Fall",4047,"Leupold Corry",142.23490372
"Cindy","Accounting","Fall",4047,"Leupold Corry",146.84052436
"Fiona","Financial Modeling","Fall",2023,"Leupold Corry",75.70547129
"Jack","Urban sociology","Fall",2023,"Leupold Corry",73.26336759
"Jane","US History","Spring",2023,"Leupold Corry",71.23036047
"Jason","Big Data","Fall",2023,"Leupold Corry",71.45192471
"Kim","Python2","Spring",2023,"Leupold Corry",77.4572334
"Lee","Data Visualization","Fall",2023,"Leupold Corry",79.46639113
"Lee","Statistics","Spring",2023,"Leupold Corry",81.34898024
"Peter","General Biology","Fall",2023,"Leupold Corry",80.87119824
"Sue","Commercial Law","Fall",2023,"Leupold Corry",72.20099743
"Tim","Investment","Fall",2023,"Leupold Corry",79.19733731
"Tony","Modern History","Spring",2023,"Leupold Corry",78.83415014
"Sue","Commercial Law","Spring",2023,"Leupold Schaffler",72.71377484
"Cindy","Accounting","Spring",4045,"Lexi Filan",152.30818006
"Jack","Urban sociology","Fall",2021,"Lexi Filan",74.94941176
"Jimmy","Counseling Psychology","Fall",2021,"Lexi Filan",72.60258846
"Lee","Python2","Fall",2021,"Lexi Filan",80.62187483
"Sue","Commercial Law","Spring",2021,"Lexi Filan",77.19269533
"Fiona","Financial Modeling","Fall",2022,"Liane Godfroy",71.95491076
